team_id,team_name,country,country_code,domestic_league
1,KF Laçi,Albania,ALB,Historical domestic league
2,Partizani Tirana,Albania,ALB,Historical domestic league
3,Teuta Durrës,Albania,ALB,Historical domestic league
4,Vllaznia Shkodër,Albania,ALB,Historical domestic league
5,FC Santa Coloma,Andorra,AND,Historical domestic league
6,Inter Club d'Escaldes,Andorra,AND,Historical domestic league
7,Sant Julià,Andorra,AND,Historical domestic league
8,Alashkert FC,Armenia,ARM,Historical domestic league
9,Ararat Yerevan,Armenia,ARM,Historical domestic league
10,FC Noah,Armenia,ARM,Historical domestic league
11,Urartu FC,Armenia,ARM,Historical domestic league
12,Austria Wien,Austria,AUT,Historical domestic league
13,FC Salzburg,Austria,AUT,Historical domestic league
14,LASK,Austria,AUT,Historical domestic league
15,Rapid Wien,Austria,AUT,Historical domestic league
16,Sturm Graz,Austria,AUT,Historical domestic league
17,Kesla FK,Azerbaijan,AZB,Historical domestic league
18,Neftchi Baku,Azerbaijan,AZB,Historical domestic league
19,Qarabag FK,Azerbaijan,AZB,Historical domestic league
20,Sumgayit FK,Azerbaijan,AZB,Historical domestic league
21,BATE Borisov,Belarus,BLS,Historical domestic league
22,Dynamo Brest,Belarus,BLS,Historical domestic league
23,Shakhtior Saligorsk,Belarus,BLS,Historical domestic league
24,Torpedo Zhodino,Belarus,BLS,Historical domestic league
25,AA Gent,Belgium,BEL,Historical domestic league
26,Anderlecht,Belgium,BEL,Historical domestic league
27,Club Brugge,Belgium,BEL,Historical domestic league
28,Racing Genk,Belgium,BEL,Historical domestic league
29,Royal Antwerp,Belgium,BEL,Historical domestic league
30,Borac Banja Luka,Bosnia-Herzegovina,BOS,Historical domestic league
31,FK Sarajevo,Bosnia-Herzegovina,BOS,Historical domestic league
32,Siroki Brijeg,Bosnia-Herzegovina,BOS,Historical domestic league
33,Velez Mostar,Bosnia-Herzegovina,BOS,Historical domestic league
34,Arda Kardzhali,Bulgaria,BUL,Historical domestic league
35,CSKA Sofia,Bulgaria,BUL,Historical domestic league
36,Lokomotiv Plovdiv,Bulgaria,BUL,Historical domestic league
37,Ludogorets Razgrad,Bulgaria,BUL,Historical domestic league
38,Dinamo Zagreb,Croatia,CRO,Historical domestic league
39,Hajduk Split,Croatia,CRO,Historical domestic league
40,NK Osijek,Croatia,CRO,Historical domestic league
41,NK Rijeka,Croatia,CRO,Historical domestic league
42,AEL Limassol,Cyprus,CYP,Historical domestic league
43,Anorthosis Famagusta,Cyprus,CYP,Historical domestic league
44,Apollon Limassol,Cyprus,CYP,Historical domestic league
45,Omonia Nicosia,Cyprus,CYP,Historical domestic league
46,1.FC Slovácko,Czechia,CZE,Historical domestic league
