team_id,team_name,country,country_code,domestic_league
1,Egnatia Rrogozhinë,Albania,ALB,Historical domestic league
2,KF Tirana,Albania,ALB,Historical domestic league
3,Partizani Tirana,Albania,ALB,Historical domestic league
4,Vllaznia Shkodër,Albania,ALB,Historical domestic league
5,Atlètic Club d'Escaldes,Andorra,AND,Historical domestic league
6,Inter Club d'Escaldes,Andorra,AND,Historical domestic league
7,UE Santa Coloma,Andorra,AND,Historical domestic league
8,Ararat-Armenia,Armenia,ARM,Historical domestic league
9,FC Noah,Armenia,ARM,Historical domestic league
10,Pyunik Yerevan,Armenia,ARM,Historical domestic league
11,Urartu FC,Armenia,ARM,Historical domestic league
12,Austria Wien,Austria,AUT,Historical domestic league
13,FC Salzburg,Austria,AUT,Historical domestic league
14,LASK,Austria,AUT,Historical domestic league
15,Rapid Wien,Austria,AUT,Historical domestic league
16,Sturm Graz,Austria,AUT,Historical domestic league
17,Qarabag FK,Azerbaijan,AZB,Historical domestic league
18,Sabah FK,Azerbaijan,AZB,Historical domestic league
19,Sumgayit FK,Azerbaijan,AZB,Historical domestic league
20,Zira FK,Azerbaijan,AZB,Historical domestic league
21,Dinamo Minsk,Belarus,BLS,Historical domestic league
22,Isloch Minsk Raion,Belarus,BLS,Historical domestic league
23,Neman Grodno,Belarus,BLS,Historical domestic league
24,Torpedo Zhodino,Belarus,BLS,Historical domestic league
25,AA Gent,Belgium,BEL,Historical domestic league
26,Anderlecht,Belgium,BEL,Historical domestic league
27,Cercle Brugge,Belgium,BEL,Historical domestic league
28,Club Brugge,Belgium,BEL,Historical domestic league
29,Union Saint-Gilloise,Belgium,BEL,Historical domestic league
30,Borac Banja Luka,Bosnia-Herzegovina,BOS,Historical domestic league
31,FK Sarajevo,Bosnia-Herzegovina,BOS,Historical domestic league
32,Velez Mostar,Bosnia-Herzegovina,BOS,Historical domestic league
33,Zrinjski Mostar,Bosnia-Herzegovina,BOS,Historical domestic league
34,Botev Plovdiv,Bulgaria,BUL,Historical domestic league
