team_id,team_name,country,country_code,domestic_league
1,Dinamo Tirana,Albania,ALB,Historical domestic league
2,Egnatia Rrogozhinë,Albania,ALB,Historical domestic league
3,Partizani Tirana,Albania,ALB,Historical domestic league
4,Vllaznia Shkodër,Albania,ALB,Historical domestic league
5,Atlètic Club d'Escaldes,Andorra,AND,Historical domestic league
6,FC Santa Coloma,Andorra,AND,Historical domestic league
7,Inter Club d'Escaldes,Andorra,AND,Historical domestic league
8,Ararat-Armenia,Armenia,ARM,Historical domestic league
9,FC Noah,Armenia,ARM,Historical domestic league
10,Pyunik Yerevan,Armenia,ARM,Historical domestic league
11,Urartu FC,Armenia,ARM,Historical domestic league
12,Austria Wien,Austria,AUT,Historical domestic league
13,FC Salzburg,Austria,AUT,Historical domestic league
14,Rapid Wien,Austria,AUT,Historical domestic league
15,Sturm Graz,Austria,AUT,Historical domestic league
16,Wolfsberger AC,Austria,AUT,Historical domestic league
17,Araz Nakhchivan,Azerbaijan,AZB,Historical domestic league
18,Qarabag FK,Azerbaijan,AZB,Historical domestic league
19,Sabah FK,Azerbaijan,AZB,Historical domestic league
20,Zira FK,Azerbaijan,AZB,Historical domestic league
21,Dinamo Minsk,Belarus,BLS,Historical domestic league
22,Dynamo Brest,Belarus,BLS,Historical domestic league
23,Neman Grodno,Belarus,BLS,Historical domestic league
24,Torpedo Zhodino,Belarus,BLS,Historical domestic league
25,Anderlecht,Belgium,BEL,Historical domestic league
26,Charleroi,Belgium,BEL,Historical domestic league
27,Club Brugge,Belgium,BEL,Historical domestic league
28,Racing Genk,Belgium,BEL,Historical domestic league
29,Union Saint-Gilloise,Belgium,BEL,Historical domestic league
30,Borac Banja Luka,Bosnia-Herzegovina,BOS,Historical domestic league
31,FK Sarajevo,Bosnia-Herzegovina,BOS,Historical domestic league
32,Zeljeznicar Sarajevo,Bosnia-Herzegovina,BOS,Historical domestic league
33,Zrinjski Mostar,Bosnia-Herzegovina,BOS,Historical domestic league
34,Arda Kardzhali,Bulgaria,BUL,Historical domestic league
35,Cherno More Varna,Bulgaria,BUL,Historical domestic league
36,Levski Sofia,Bulgaria,BUL,Historical domestic league
37,Ludogorets Razgrad,Bulgaria,BUL,Historical domestic league
38,Dinamo Zagreb,Croatia,CRO,Historical domestic league
39,Hajduk Split,Croatia,CRO,Historical domestic league
40,NK Rijeka,Croatia,CRO,Historical domestic league
41,NK Varazdin,Croatia,CRO,Historical domestic league
42,AEK Larnaca,Cyprus,CYP,Historical domestic league
43,Aris Limassol,Cyprus,CYP,Historical domestic league
44,Omonia Nicosia,Cyprus,CYP,Historical domestic league
45,Pafos FC,Cyprus,CYP,Historical domestic league
46,Baník Ostrava,Czechia,CZE,Historical domestic league
47,Sigma Olomouc,Czechia,CZE,Historical domestic league
48,Slavia Praha,Czechia,CZE,Historical domestic league
49,Sparta Praha,Czechia,CZE,Historical domestic league
50,Viktoria Plzen,Czechia,CZE,Historical domestic league
51,Brøndby IF,Denmark,DEN,Historical domestic league
52,FC København,Denmark,DEN,Historical domestic league
53,FC Midtjylland,Denmark,DEN,Historical domestic league
54,Silkeborg IF,Denmark,DEN,Historical domestic league
55,Arsenal,England,ENG,Historical domestic league
56,Aston Villa,England,ENG,Historical domestic league
57,Chelsea,England,ENG,Historical domestic league
58,Crystal Palace,England,ENG,Historical domestic league
59,Liverpool,England,ENG,Historical domestic league
60,Manchester City,England,ENG,Historical domestic league
61,Newcastle United,England,ENG,Historical domestic league
62,Nottingham Forest,England,ENG,Historical domestic league
63,Tottenham Hotspur,England,ENG,Historical domestic league
64,Flora Tallinn,Estonia,EST,Historical domestic league
65,Kalju Nomme,Estonia,EST,Historical domestic league
66,Levadia Tallinn,Estonia,EST,Historical domestic league
67,Paide Linnameeskond,Estonia,EST,Historical domestic league
68,HB Torshavn,Faroe Islands,FAR,Historical domestic league
69,KI Klaksvik,Faroe Islands,FAR,Historical domestic league
70,NSI Runavik,Faroe Islands,FAR,Historical domestic league
71,Víkingur,Faroe Islands,FAR,Historical domestic league
72,HJK Helsinki,Finland,FIN,Historical domestic league
73,Ilves Tampere,Finland,FIN,Historical domestic league
74,KuPS Kuopio,Finland,FIN,Historical domestic league
75,SJK Seinäjoki,Finland,FIN,Historical domestic league
76,AS Monaco,France,FRA,Historical domestic league
77,Lille OSC,France,FRA,Historical domestic league
78,OGC Nice,France,FRA,Historical domestic league
79,Olympique Lyon,France,FRA,Historical domestic league
80,Olympique Marseille,France,FRA,Historical domestic league
81,Paris Saint-Germain,France,FRA,Historical domestic league
82,RC Strasbourg,France,FRA,Historical domestic league
83,Dila Gori,Georgia,GEO,Historical domestic league
84,Iberia 1999,Georgia,GEO,Historical domestic league
85,Spaeri Tbilisi,Georgia,GEO,Historical domestic league
86,Torpedo Kutaisi,Georgia,GEO,Historical domestic league
87,Bayer Leverkusen,Germany,GER,Historical domestic league
88,Bayern München,Germany,GER,Historical domestic league
89,Borussia Dortmund,Germany,GER,Historical domestic league
90,Eintracht Frankfurt,Germany,GER,Historical domestic league
91,FSV Mainz 05,Germany,GER,Historical domestic league
92,SC Freiburg,Germany,GER,Historical domestic league
93,VfB Stuttgart,Germany,GER,Historical domestic league
94,FCB Magpies,Gibraltar,GIB,Historical domestic league
95,Lincoln Red Imps,Gibraltar,GIB,Historical domestic league
96,St Joseph's FC,Gibraltar,GIB,Historical domestic league
97,AEK Athens,Greece,GRE,Historical domestic league
98,Aris Thessaloniki,Greece,GRE,Historical domestic league
99,Olympiakos Piraeus,Greece,GRE,Historical domestic league
100,PAOK Thessaloniki,Greece,GRE,Historical domestic league
101,Panathinaikos,Greece,GRE,Historical domestic league
102,ETO Györ,Hungary,HUN,Historical domestic league
103,Ferencváros,Hungary,HUN,Historical domestic league
104,Paksi FC,Hungary,HUN,Historical domestic league
105,Puskás Akadémia,Hungary,HUN,Historical domestic league
106,Breidablik,Iceland,ISL,Historical domestic league
107,KA Akureyri,Iceland,ISL,Historical domestic league
108,Valur Reykjavik,Iceland,ISL,Historical domestic league
109,Vikingur Reykjavik,Iceland,ISL,Historical domestic league
110,Shamrock Rovers,Ireland,IRL,Historical domestic league
111,Shelbourne,Ireland,IRL,Historical domestic league
112,St. Patrick's Athletic,Ireland,IRL,Historical domestic league
113,Beitar Jerusalem,Israel,ISR,Historical domestic league
114,Hapoel Beer-Sheva,Israel,ISR,Historical domestic league
115,Maccabi Haifa,Israel,ISR,Historical domestic league
116,Maccabi Tel-Aviv,Israel,ISR,Historical domestic league
117,AS Roma,Italy,ITA,Historical domestic league
118,Atalanta,Italy,ITA,Historical domestic league
119,Bologna,Italy,ITA,Historical domestic league
120,Fiorentina,Italy,ITA,Historical domestic league
121,Internazionale,Italy,ITA,Historical domestic league
122,Juventus,Italy,ITA,Historical domestic league
123,Napoli,Italy,ITA,Historical domestic league
124,FK Aktobe,Kazakhstan,KAZ,Historical domestic league
125,FK Astana,Kazakhstan,KAZ,Historical domestic league
126,Kairat Almaty,Kazakhstan,KAZ,Historical domestic league
127,Ordabasy Shymkent,Kazakhstan,KAZ,Historical domestic league
128,FC Ballkani,Kosovo,KOS,Historical domestic league
129,FC Drita,Kosovo,KOS,Historical domestic league
130,FC Prishtina,Kosovo,KOS,Historical domestic league
131,KF Malisheva,Kosovo,KOS,Historical domestic league
132,BFC Daugavpils,Latvia,LAT,Historical domestic league
133,FK Auda,Latvia,LAT,Historical domestic league
134,RFS Riga,Latvia,LAT,Historical domestic league
135,Riga FC,Latvia,LAT,Historical domestic league
136,FC Vaduz,Liechtenstein,LIE,Historical domestic league
137,Banga Gargzdai,Lithuania,LIT,Historical domestic league
138,FC Hegelmann,Lithuania,LIT,Historical domestic league
139,Kauno Zalgiris,Lithuania,LIT,Historical domestic league
140,Zalgiris Vilnius,Lithuania,LIT,Historical domestic league
141,Differdange 03,Luxembourg,LUX,Historical domestic league
142,F91 Dudelange,Luxembourg,LUX,Historical domestic league
143,Racing Union Luxembourg,Luxembourg,LUX,Historical domestic league
144,UNA Strassen,Luxembourg,LUX,Historical domestic league
145,Birkirkara,Malta,MLT,Historical domestic league
146,Floriana,Malta,MLT,Historical domestic league
147,Hamrun Spartans,Malta,MLT,Historical domestic league
148,Hibernians FC,Malta,MLT,Historical domestic league
149,Milsami Orhei,Moldova,MOL,Historical domestic league
150,Petrocub Hîncesti,Moldova,MOL,Historical domestic league
151,Sheriff Tiraspol,Moldova,MOL,Historical domestic league
152,Zimbru Chisinau,Moldova,MOL,Historical domestic league
153,Buducnost Podgorica,Montenegro,MON,Historical domestic league
154,Decic Tuzi,Montenegro,MON,Historical domestic league
155,Sutjeska Niksic,Montenegro,MON,Historical domestic league
156,AZ Alkmaar,Netherlands,NED,Historical domestic league
157,Ajax,Netherlands,NED,Historical domestic league
158,FC Utrecht,Netherlands,NED,Historical domestic league
159,Feyenoord,Netherlands,NED,Historical domestic league
160,Go Ahead Eagles,Netherlands,NED,Historical domestic league
161,PSV Eindhoven,Netherlands,NED,Historical domestic league
162,Rabotnicki Skopje,North Macedonia,MAC,Historical domestic league
163,Shkendija Tetovo,North Macedonia,MAC,Historical domestic league
164,Sileks Kratovo,North Macedonia,MAC,Historical domestic league
165,Vardar Skopje,North Macedonia,MAC,Historical domestic league
166,Cliftonville,Northern Ireland,NIR,Historical domestic league
167,Dungannon Swifts,Northern Ireland,NIR,Historical domestic league
168,Larne FC,Northern Ireland,NIR,Historical domestic league
169,Linfield Belfast,Northern Ireland,NIR,Historical domestic league
170,Bodø/Glimt,Norway,NOR,Historical domestic league
171,Fredrikstad FK,Norway,NOR,Historical domestic league
172,Rosenborg BK,Norway,NOR,Historical domestic league
173,SK Brann Bergen,Norway,NOR,Historical domestic league
174,Viking Stavanger,Norway,NOR,Historical domestic league
175,Jagiellonia Bialystok,Poland,POL,Historical domestic league
176,Lech Poznan,Poland,POL,Historical domestic league
177,Legia Warsaw,Poland,POL,Historical domestic league
178,Raków Czestochowa,Poland,POL,Historical domestic league
179,Benfica,Portugal,POR,Historical domestic league
180,CD Santa Clara,Portugal,POR,Historical domestic league
181,FC Porto,Portugal,POR,Historical domestic league
182,Sporting Braga,Portugal,POR,Historical domestic league
183,Sporting CP Lisbon,Portugal,POR,Historical domestic league
184,CFR Cluj,Romania,ROM,Historical domestic league
185,FCSB,Romania,ROM,Historical domestic league
186,Universitatea Cluj,Romania,ROM,Historical domestic league
187,Universitatea Craiova,Romania,ROM,Historical domestic league
188,AC Virtus,San Marino,SMA,Historical domestic league
189,La Fiorita,San Marino,SMA,Historical domestic league
190,Tre Fiori,San Marino,SMA,Historical domestic league
191,Aberdeen,Scotland,SCO,Historical domestic league
192,Celtic,Scotland,SCO,Historical domestic league
193,Dundee United,Scotland,SCO,Historical domestic league
194,Glasgow Rangers,Scotland,SCO,Historical domestic league
195,Hibernian,Scotland,SCO,Historical domestic league
196,Novi Pazar,Serbia,SRB,Historical domestic league
197,Partizan Belgrade,Serbia,SRB,Historical domestic league
198,Radnicki 1923,Serbia,SRB,Historical domestic league
199,Red Star Belgrade,Serbia,SRB,Historical domestic league
200,FC Kosice,Slovakia,SVK,Historical domestic league
201,MSK Zilina,Slovakia,SVK,Historical domestic league
202,Slovan Bratislava,Slovakia,SVK,Historical domestic league
203,Spartak Trnava,Slovakia,SVK,Historical domestic league
204,NK Celje,Slovenia,SLO,Historical domestic league
205,NK Koper,Slovenia,SLO,Historical domestic league
206,NK Maribor,Slovenia,SLO,Historical domestic league
207,Olimpija Ljubljana,Slovenia,SLO,Historical domestic league
208,Athletic Bilbao,Spain,ESP,Historical domestic league
209,Atlético Madrid,Spain,ESP,Historical domestic league
210,Celta de Vigo,Spain,ESP,Historical domestic league
211,FC Barcelona,Spain,ESP,Historical domestic league
212,Rayo Vallecano,Spain,ESP,Historical domestic league
213,Real Betis,Spain,ESP,Historical domestic league
214,Real Madrid,Spain,ESP,Historical domestic league
215,Villarreal,Spain,ESP,Historical domestic league
216,AIK Stockholm,Sweden,SWE,Historical domestic league
217,BK Häcken,Sweden,SWE,Historical domestic league
218,Hammarby IF,Sweden,SWE,Historical domestic league
219,Malmö FF,Sweden,SWE,Historical domestic league
220,FC Basel,Switzerland,SUI,Historical domestic league
221,FC Lugano,Switzerland,SUI,Historical domestic league
222,Lausanne Sports,Switzerland,SUI,Historical domestic league
223,Servette FC Genève,Switzerland,SUI,Historical domestic league
224,Young Boys,Switzerland,SUI,Historical domestic league
225,Besiktas,Türkiye,TUR,Historical domestic league
226,Fenerbahçe,Türkiye,TUR,Historical domestic league
227,Galatasaray,Türkiye,TUR,Historical domestic league
228,Istanbul Basaksehir,Türkiye,TUR,Historical domestic league
229,Samsunspor,Türkiye,TUR,Historical domestic league
230,Dynamo Kyiv,Ukraine,UKR,Historical domestic league
231,FC Oleksandriya,Ukraine,UKR,Historical domestic league
232,Polissya Zhytomyr,Ukraine,UKR,Historical domestic league
233,Shakhtar Donetsk,Ukraine,UKR,Historical domestic league
234,Haverfordwest County,Wales,WAL,Historical domestic league
235,Penybont,Wales,WAL,Historical domestic league
236,The New Saints,Wales,WAL,Historical domestic league
