candidate,season,team_id,team_name,ao_first_elo,european_exposure,saturation_count,country_strength_saturated,achievement_saturated,european_history_saturated,exposure_saturated
c0_e0_x0,2018/19,77,Olympique Marseille,1515.7285812607524,0.6000000000000001,0,False,False,False,False
c0_e0_x0,2018/19,156,PSV Eindhoven,1509.2191870936442,0.912,1,False,False,False,True
c0_e0_x0,2018/19,49,Sparta Praha,1509.1657186993234,0.8933333333333333,1,False,False,False,True
c0_e0_x0,2018/19,36,Ludogorets Razgrad,1488.296722746524,0.9466666666666667,1,False,False,False,True
c0_e0_x0,2018/19,193,Celtic,1484.3578820572968,1.0,1,False,False,False,True
c0_e0_x0,2018/19,186,Lokomotiv Moscow,1474.2382871533073,0.6253333333333334,0,False,False,False,False
c0_e0_x0,2018/19,43,APOEL Nicosia,1465.2118306039238,1.0,1,False,False,False,True
c0_e0_x0,2018/19,25,AA Gent,1441.8048689009788,0.712,0,False,False,False,False
c0_e0_x0,2018/19,226,Fenerbahçe,1429.9868853439395,0.8166666666666667,0,False,False,False,False
c0_e0_x0,2018/19,122,FK Astana,1425.5977269197952,0.9813333333333334,1,False,False,False,True
c0_e0_x0,2018/19,180,FCSB,1425.09043901451,1.0,1,False,False,False,True
c0_e0_x0,2018/19,213,Valencia,1408.2012117380475,0.27,0,False,False,False,False
c0_e0_x0,2018/19,185,FK Krasnodar,1406.278543314609,0.8860000000000001,1,False,False,False,True
c0_e0_x0,2018/19,27,Club Brugge,1403.2155608526557,0.9373333333333334,1,False,False,False,True
c0_e0_x0,2018/19,98,PAOK Thessaloniki,1396.505881123636,0.956,1,False,False,False,True
c0_e0_x0,2018/19,223,Young Boys,1372.4456898720582,0.9033333333333333,1,False,False,False,True
c0_e0_x0,2018/19,173,Legia Warsaw,1367.4278872673856,1.0,1,False,False,False,True
c0_e0_x0,2018/19,115,AC Milan,1366.5028218692662,0.4,0,False,False,False,False
c0_e0_x0,2018/19,20,Qarabag FK,1358.0429072770974,1.0,1,False,False,False,True
c0_e0_x0,2018/19,89,RB Leipzig,1351.2072492275527,0.33,0,False,False,False,False
c0_e0_x0,2018/19,210,Real Betis,1343.9852766896195,0.07,0,False,False,False,False
c0_e0_x0,2018/19,155,Feyenoord,1338.9088161223242,0.7813333333333334,0,False,False,False,False
c0_e0_x0,2018/19,21,BATE Borisov,1324.2962134474367,0.9813333333333334,1,False,False,False,True
c0_e0_x0,2018/19,187,Spartak Moscow,1320.5568786306587,0.5793333333333334,0,False,False,False,False
c0_e0_x0,2018/19,56,Burnley FC,1319.7402130561115,0.0,0,False,False,False,False
c0_e0_x0,2018/19,227,Galatasaray,1315.106184481125,0.642,0,False,False,False,False
c0_e0_x0,2018/19,205,NK Maribor,1309.7379875832246,0.9466666666666667,1,False,False,False,True
c0_e0_x0,2018/19,79,Stade Rennais,1301.9582223909924,0.0,0,False,False,False,False
c0_e0_x0,2018/19,196,Partizan Belgrade,1300.8888147100322,0.928,1,False,False,False,True
c0_e0_x0,2018/19,117,Atalanta,1300.005897198744,0.33,0,False,False,False,False
c0_e0_x0,2018/19,114,Maccabi Tel-Aviv,1295.566476678146,1.0,1,False,False,False,True
c0_e0_x0,2018/19,118,Internazionale,1285.8155640049843,0.4,0,False,False,False,False
c0_e0_x0,2018/19,28,Racing Genk,1273.9668801749426,0.34,0,False,False,False,False
c0_e0_x0,2018/19,15,Rapid Wien,1273.0123209080698,0.6353333333333334,0,False,False,False,False
c0_e0_x0,2018/19,94,AEK Athens,1269.5186965790942,0.528,0,False,False,False,False
c0_e0_x0,2018/19,38,Dinamo Zagreb,1266.7997217448265,0.956,1,False,False,False,True
c0_e0_x0,2018/19,88,Eintracht Frankfurt,1248.0417939983724,0.07,0,False,False,False,False
c0_e0_x0,2018/19,184,FC Ufa,1241.0148055166806,0.0,0,False,False,False,False
c0_e0_x0,2018/19,198,Red Star Belgrade,1234.3608312841081,0.8073333333333335,0,False,False,False,False
c0_e0_x0,2018/19,153,AZ Alkmaar,1228.359640277534,0.54,0,False,False,False,False
c0_e0_x0,2018/19,84,1899 Hoffenheim,1219.0965078532079,0.33,0,False,False,False,False
c0_e0_x0,2018/19,147,Sheriff Tiraspol,1211.100698108661,0.8746666666666667,1,False,False,False,True
c0_e0_x0,2018/19,41,NK Rijeka,1200.6018526467633,0.8746666666666667,1,False,False,False,True
c0_e0_x0,2018/19,112,Hapoel Beer-Sheva,1194.490489323049,0.8420000000000001,0,False,False,False,False
c0_e0_x0,2018/19,29,Standard Liège,1180.8761212202694,0.6433333333333334,0,False,False,False,False
c0_e0_x0,2018/19,228,Istanbul Basaksehir,1175.3183901474752,0.7106666666666667,0,False,False,False,False
c0_e0_x0,2018/19,47,Sigma Olomouc,1175.1968274874914,0.0,0,False,False,False,False
c0_e0_x0,2018/19,224,Akhisarspor,1175.1280732419714,0.0,0,False,False,False,False
c0_e0_x0,2018/19,218,Malmö FF,1167.5345579881705,0.642,0,False,False,False,False
c0_e0_x0,2018/19,53,FC Midtjylland,1166.3986133067358,0.8953333333333335,1,False,False,False,True
c0_e0_x0,2018/19,14,LASK Linz,1164.3273676496037,0.0,0,False,False,False,False
c0_e0_x0,2018/19,48,Slavia Praha,1162.4780335940193,0.6000000000000001,0,False,False,False,False
c0_e0_x0,2018/19,54,FC Nordsjælland,1150.062676524856,0.060666666666666674,0,False,False,False,False
c0_e0_x0,2018/19,217,Djurgårdens IF,1137.6239026124185,0.0,0,False,False,False,False
c0_e0_x0,2018/19,179,CFR Cluj,1134.2543944082956,0.11266666666666666,0,False,False,False,False
c0_e0_x0,2018/19,44,Anorthosis Famagusta,1130.1377184821515,0.051333333333333335,0,False,False,False,False
c0_e0_x0,2018/19,113,Hapoel Haifa,1127.4677865179945,0.0,0,False,False,False,False
c0_e0_x0,2018/19,168,Rosenborg BK,1125.967264552738,0.9906666666666667,1,False,False,False,True
c0_e0_x0,2018/19,167,Molde FK,1119.6419696337077,0.3826666666666667,0,False,False,False,False
c0_e0_x0,2018/19,197,Radnicki Nis,1119.5996828286957,0.0,0,False,False,False,False
c0_e0_x0,2018/19,222,FC Zürich,1116.6687520374196,0.5980000000000001,0,False,False,False,False
c0_e0_x0,2018/19,169,Sarpsborg 08,1110.7442491142074,0.0,0,False,False,False,False
c0_e0_x0,2018/19,233,Zorya Luhansk,1103.7332111000233,0.9033333333333333,1,False,False,False,True
c0_e0_x0,2018/19,199,Spartak Subotica,1098.8051530999971,0.0,0,False,False,False,False
c0_e0_x0,2018/19,75,Girondins Bordeaux,1096.8268325932818,0.512,0,False,False,False,False
