team_id,team_name,country,country_code,domestic_league
1,FK Kukësi,Albania,ALB,Historical domestic league
2,KF Laçi,Albania,ALB,Historical domestic league
3,Partizani Tirana,Albania,ALB,Historical domestic league
4,Teuta Durrës,Albania,ALB,Historical domestic league
5,FC Santa Coloma,Andorra,AND,Historical domestic league
6,Sant Julià,Andorra,AND,Historical domestic league
7,UE Engordany,Andorra,AND,Historical domestic league
8,Alashkert FC,Armenia,ARM,Historical domestic league
9,Ararat-Armenia,Armenia,ARM,Historical domestic league
10,Pyunik Yerevan,Armenia,ARM,Historical domestic league
11,Urartu FC,Armenia,ARM,Historical domestic league
12,Austria Wien,Austria,AUT,Historical domestic league
13,FC Salzburg,Austria,AUT,Historical domestic league
14,LASK,Austria,AUT,Historical domestic league
15,Sturm Graz,Austria,AUT,Historical domestic league
16,Wolfsberger AC,Austria,AUT,Historical domestic league
17,Gabala FK,Azerbaijan,AZB,Historical domestic league
18,Neftchi Baku,Azerbaijan,AZB,Historical domestic league
19,Qarabag FK,Azerbaijan,AZB,Historical domestic league
20,Sabail FK,Azerbaijan,AZB,Historical domestic league
21,BATE Borisov,Belarus,BLS,Historical domestic league
22,Dinamo Minsk,Belarus,BLS,Historical domestic league
23,FC Vitebsk,Belarus,BLS,Historical domestic league
24,Shakhtior Saligorsk,Belarus,BLS,Historical domestic league
25,AA Gent,Belgium,BEL,Historical domestic league
26,Club Brugge,Belgium,BEL,Historical domestic league
27,Racing Genk,Belgium,BEL,Historical domestic league
28,Royal Antwerp,Belgium,BEL,Historical domestic league
29,Standard Liège,Belgium,BEL,Historical domestic league
30,FK Sarajevo,Bosnia-Herzegovina,BOS,Historical domestic league
31,Radnik Bijeljina,Bosnia-Herzegovina,BOS,Historical domestic league
32,Siroki Brijeg,Bosnia-Herzegovina,BOS,Historical domestic league
33,Zrinjski Mostar,Bosnia-Herzegovina,BOS,Historical domestic league
34,CSKA Sofia,Bulgaria,BUL,Historical domestic league
35,Levski Sofia,Bulgaria,BUL,Historical domestic league
36,Lokomotiv Plovdiv,Bulgaria,BUL,Historical domestic league
37,Ludogorets Razgrad,Bulgaria,BUL,Historical domestic league
38,Dinamo Zagreb,Croatia,CRO,Historical domestic league
39,Hajduk Split,Croatia,CRO,Historical domestic league
40,NK Osijek,Croatia,CRO,Historical domestic league
41,NK Rijeka,Croatia,CRO,Historical domestic league
42,AEK Larnaca,Cyprus,CYP,Historical domestic league
43,AEL Limassol,Cyprus,CYP,Historical domestic league
44,APOEL Nicosia,Cyprus,CYP,Historical domestic league
45,Apollon Limassol,Cyprus,CYP,Historical domestic league
46,FK Jablonec,Czechia,CZE,Historical domestic league
47,Mladá Boleslav,Czechia,CZE,Historical domestic league
48,Slavia Praha,Czechia,CZE,Historical domestic league
49,Sparta Praha,Czechia,CZE,Historical domestic league
50,Viktoria Plzen,Czechia,CZE,Historical domestic league
51,Brøndby IF,Denmark,DEN,Historical domestic league
52,Esbjerg fB,Denmark,DEN,Historical domestic league
53,FC København,Denmark,DEN,Historical domestic league
54,FC Midtjylland,Denmark,DEN,Historical domestic league
55,Arsenal,England,ENG,Historical domestic league
56,Chelsea,England,ENG,Historical domestic league
57,Liverpool,England,ENG,Historical domestic league
58,Manchester City,England,ENG,Historical domestic league
59,Manchester United,England,ENG,Historical domestic league
60,Tottenham Hotspur,England,ENG,Historical domestic league
61,Wolverhampton Wanderers,England,ENG,Historical domestic league
62,Flora Tallinn,Estonia,EST,Historical domestic league
63,Kalju Nomme,Estonia,EST,Historical domestic league
64,Levadia Tallinn,Estonia,EST,Historical domestic league
65,Trans Narva,Estonia,EST,Historical domestic league
66,B36 Torshavn,Faroe Islands,FAR,Historical domestic league
67,HB Torshavn,Faroe Islands,FAR,Historical domestic league
68,KI Klaksvik,Faroe Islands,FAR,Historical domestic league
69,NSI Runavik,Faroe Islands,FAR,Historical domestic league
70,HJK Helsinki,Finland,FIN,Historical domestic league
71,Inter Turku,Finland,FIN,Historical domestic league
72,KuPS Kuopio,Finland,FIN,Historical domestic league
73,RoPS Rovaniemi,Finland,FIN,Historical domestic league
74,AS Saint-Étienne,France,FRA,Historical domestic league
75,Lille OSC,France,FRA,Historical domestic league
76,Olympique Lyon,France,FRA,Historical domestic league
77,Paris Saint-Germain,France,FRA,Historical domestic league
78,RC Strasbourg,France,FRA,Historical domestic league
79,Stade Rennais,France,FRA,Historical domestic league
80,Chikhura Sachkhere,Georgia,GEO,Historical domestic league
81,Dinamo Tbilisi,Georgia,GEO,Historical domestic league
82,Saburtalo Tbilisi,Georgia,GEO,Historical domestic league
83,Torpedo Kutaisi,Georgia,GEO,Historical domestic league
84,Bayer Leverkusen,Germany,GER,Historical domestic league
85,Bayern München,Germany,GER,Historical domestic league
86,Borussia Dortmund,Germany,GER,Historical domestic league
87,Borussia Mönchengladbach,Germany,GER,Historical domestic league
88,Eintracht Frankfurt,Germany,GER,Historical domestic league
89,RB Leipzig,Germany,GER,Historical domestic league
90,VfL Wolfsburg,Germany,GER,Historical domestic league
91,Europa FC,Gibraltar,GIB,Historical domestic league
92,Lincoln Red Imps,Gibraltar,GIB,Historical domestic league
93,St Joseph's FC,Gibraltar,GIB,Historical domestic league
94,AEK Athens,Greece,GRE,Historical domestic league
95,Aris Thessaloniki,Greece,GRE,Historical domestic league
96,Atromitos FC,Greece,GRE,Historical domestic league
97,Olympiakos Piraeus,Greece,GRE,Historical domestic league
98,PAOK Thessaloniki,Greece,GRE,Historical domestic league
99,DVSC Debrecen,Hungary,HUN,Historical domestic league
100,FC Fehérvár,Hungary,HUN,Historical domestic league
101,Ferencváros,Hungary,HUN,Historical domestic league
102,Honvéd Budapest,Hungary,HUN,Historical domestic league
103,Breidablik,Iceland,ISL,Historical domestic league
104,KR Reykjavik,Iceland,ISL,Historical domestic league
105,Stjarnan FC,Iceland,ISL,Historical domestic league
106,Valur Reykjavik,Iceland,ISL,Historical domestic league
107,Cork City,Ireland,IRL,Historical domestic league
108,Dundalk,Ireland,IRL,Historical domestic league
109,Shamrock Rovers,Ireland,IRL,Historical domestic league
110,St. Patrick's Athletic,Ireland,IRL,Historical domestic league
111,Bnei Yehuda,Israel,ISR,Historical domestic league
112,Hapoel Beer-Sheva,Israel,ISR,Historical domestic league
113,Maccabi Haifa,Israel,ISR,Historical domestic league
114,Maccabi Tel-Aviv,Israel,ISR,Historical domestic league
115,AS Roma,Italy,ITA,Historical domestic league
