season,model_version,team_id,team_name,country,country_code,domestic_league,competition,entry_round,domestic_position,league_team_count,weighted_country_score,country_strength_uncapped_norm,league_strength_norm,league_strength,country_strength_saturated,country_tail_excess,country_tail_active,domestic_position_percentile,league_finish_score,cup_base_score,cup_double_bonus,domestic_achievement_uncapped_score,domestic_achievement_score,achievement_saturated,achievement_cap_active,domestic_prior,weighted_european_history,european_history_uncapped_norm,european_history_norm,european_prior,european_history_saturated,european_tail_excess,european_tail_active,weighted_season_exposure,weighted_match_exposure,european_exposure,effective_european_exposure,exposure_saturated,exposure_tail_excess,exposure_tail_active,saturation_count,ao_first_elo,ao_first_elo_rank,rating_source_type,validation_warnings
2025/26,ao-european-elo-v2.0-dev-freeze,6,Continental Giants,Empireland,EXA,Empire Premier,UCL,League Phase,2.0,20.0,23.32,0.979498004388759,0.979498004388759,0.9835644980496214,False,0.0,False,0.9473684210526315,0.8131578947368421,0.0,0.0,0.8131578947368421,0.8131578947368421,False,False,1489.755220220626,17.32,0.9551558310801842,0.9551558310801842,1989.7706812747974,False,0.0,False,1.0,1.0,1.0,0.85,True,0.15000000000000002,False,1,1914.7683621166716,1,European Evidence-Based Rating,
2025/26,ao-european-elo-v2.0-dev-freeze,10,Double Crown Athletic,Midoria,EXB,Midoria Super League,UCL,Playoff Round,1.0,16.0,10.66,0.7538647649814211,0.7538647649814211,0.7976911176486042,False,0.0,False,1.0,1.0,0.62,0.08,1.08,1.08,False,False,1478.5404469274063,7.32,0.695893132066181,0.695893132066181,1585.3948138287137,False,0.0,False,1.0,0.9212500000000001,0.9685,0.85,True,0.11850000000000005,False,1,1569.3666587935177,2,European Evidence-Based Rating,
2025/26,ao-european-elo-v2.0-dev-freeze,5,Few Match Wanderers,Empireland,EXA,Empire Premier,UECL,League Phase,6.0,20.0,23.32,0.979498004388759,0.979498004388759,0.9835644980496214,False,0.0,False,0.7368421052631579,0.6657894736842105,0.0,0.0,0.6657894736842105,0.6657894736842105,False,False,1403.0557688423426,6.130000000000001,0.64519519057808,0.64519519057808,1506.3204844132265,False,0.0,False,1.0,0.2833333333333333,0.7133333333333334,0.7133333333333334,False,0.0,False,0,1476.7179326162398,3,Mixed Domestic-European Estimate,
2025/26,ao-european-elo-v2.0-dev-freeze,2,Midoria Champions,Midoria,EXB,Midoria Super League,UCL,Second Qualifying Round,1.0,16.0,10.66,0.7538647649814211,0.7538647649814211,0.7976911176486042,False,0.0,False,1.0,1.0,0.0,0.0,1.0,1.0,False,False,1436.7762320449742,0.0,0.0,0.0,500.0,False,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,0,1436.7762320449742,4,Pure Domestic Projection,
2025/26,ao-european-elo-v2.0-dev-freeze,1,Metro Albion,Empireland,EXA,Empire Premier,UEL,League Phase,5.0,20.0,23.32,0.979498004388759,0.979498004388759,0.9835644980496214,False,0.0,False,0.7894736842105263,0.7026315789473684,0.0,0.0,0.7026315789473684,0.7026315789473684,False,False,1424.7306316869135,0.0,0.0,0.0,500.0,False,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,0,1424.7306316869135,5,Pure Domestic Projection,
2025/26,ao-european-elo-v2.0-dev-freeze,8,Last Season Sparks,Midoria,EXB,Midoria Super League,UECL,Third Qualifying Round,3.0,16.0,10.66,0.7538647649814211,0.7538647649814211,0.7976911176486042,False,0.0,False,0.8666666666666667,0.7566666666666667,0.0,0.0,0.7566666666666667,0.7566666666666667,False,False,1309.743411777577,3.3000000000000003,0.4790948506821363,0.4790948506821363,1247.2513268215139,False,0.0,False,0.33,0.33,0.33,0.33,False,0.0,False,0,1289.1210237420762,6,Mixed Domestic-European Estimate,
2025/26,ao-european-elo-v2.0-dev-freeze,3,Smallia Kings,Smallia,EXC,Smallia First League,UCL,First Qualifying Round,1.0,10.0,4.66,0.5320357675060585,0.5320357675060585,0.603604771049182,False,0.0,False,1.0,1.0,0.0,0.0,1.0,1.0,False,False,1266.6767898381127,0.0,0.0,0.0,500.0,False,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,0,1266.6767898381127,7,Pure Domestic Projection,
2025/26,ao-european-elo-v2.0-dev-freeze,9,Distant History FC,Cupmark,EXD,Cupmark League,UECL,Second Qualifying Round,4.0,14.0,7.130000000000001,0.6431856450859721,0.6431856450859721,0.7025367939165832,False,0.0,False,0.7692307692307693,0.6884615384615385,0.0,0.0,0.6884615384615385,0.6884615384615385,False,False,1201.3107826743997,2.6700000000000004,0.4270593134595889,0.4270593134595889,1166.0907295492698,False,0.0,False,0.4,0.4,0.4,0.4,False,0.0,False,0,1187.2227614243477,8,Mixed Domestic-European Estimate,
2025/26,ao-european-elo-v2.0-dev-freeze,4,Cupmark Rangers,Cupmark,EXD,Cupmark League,UEL,Playoff Round,,,7.130000000000001,0.6431856450859721,0.6431856450859721,0.7025367939165832,False,0.0,False,,0.1,0.62,0.0,0.62,0.62,False,False,1167.8926809352224,0.0,0.0,0.0,500.0,False,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,0,1167.8926809352224,9,Pure Domestic Projection,
2025/26,ao-european-elo-v2.0-dev-freeze,7,Low Score Veterans,Empireland,EXA,Empire Premier,UCL,League Phase,1.0,20.0,23.32,0.979498004388759,0.979498004388759,0.9835644980496214,False,0.0,False,1.0,1.0,0.0,0.0,1.0,1.0,False,False,1599.677738932378,0.5,0.13317855801757716,0.13317855801757716,707.720567317968,False,0.0,False,1.0,1.0,1.0,0.85,True,0.15000000000000002,False,1,841.5141430601294,10,European Evidence-Based Rating,
